Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
Greenwich Village,2896,2913,GPE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Shakespeare,2947,2958,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
late '60s,3035,3044,DATE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Shakespeare,3101,3112,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Noel Coward,3117,3128,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
some eight years later,3408,3430,DATE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
nine years later,3432,3448,DATE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Ellen Stewart,3973,3986,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
a few weeks ago,3997,4012,DATE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Macbeth,4767,4774,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
The Wiz,4849,4856,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
'The Wiz',4909,4918,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Guys and Dolls,4945,4959,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Guys and Dolls',4996,5011,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Robert Patrick,5526,5540,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Kennedy's Children,5573,5591,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Robert,5594,5600,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Kennedy's Children,5644,5662,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Carla,5690,5695,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Wanda,5700,5705,GPE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Wanda,5707,5712,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Carla,5752,5757,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Shirley Knight,5776,5790,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Robert,5898,5904,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Carla,5932,5937,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Robert,5940,5946,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
the Old Reliable,6038,6054,FAC,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Broadway,6097,6105,FAC,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Marilyn Monroe,6155,6169,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
this day,6365,6373,DATE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Wanda,6398,6403,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Oriental American,6454,6471,NORP,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Carla,6608,6613,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Mm-hmm,6657,6663,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Macbeth,6944,6951,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Caesar,6955,6961,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Cleopatra,6965,6974,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
O'Neill,7650,7657,ORG,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Anderson,7659,7667,ORG,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Doug Ward,8497,8506,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
NEC,8515,8518,ORG,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
River Niger,8585,8596,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Brownsville Raid,8611,8627,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
First Breeze of Summer,8631,8653,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Ed Bullins,8730,8740,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Baraka,8812,8818,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Macbeth,9334,9341,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Lady,9477,9481,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Barbara Montgomery,9653,9671,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Lady Macbeth,9749,9761,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Lady Macbeth,9796,9808,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Barbara,9875,9882,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Lady Macbeth,10311,10323,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Lady Macbeth,10947,10959,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
today,11349,11354,DATE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Mm-hmm,11755,11761,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Kennedy's Children,12608,12626,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Carla,12644,12649,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Soul of Reason,13978,13992,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Barbara Montgomery,14023,14041,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Lady Macbeth,14058,14070,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
the La MaMa Experimental Company's,14074,14108,FAC,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Macbeth,14124,14131,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Augusto,14276,14283,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Oriental,14295,14303,NORP,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Lithuania,14357,14366,GPE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Lithuanian,14375,14385,NORP,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
the United States,14445,14462,GPE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Arab,14500,14504,NORP,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Ellen Stewart,14543,14556,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
La MaMa,14604,14611,ORG,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Macbeth,14835,14842,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Barbara Montgomery,14853,14871,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Ellen,14962,14967,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
'69,14997,15000,DATE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
two years,15027,15036,DATE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
two and a half years,15041,15061,DATE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Andrei Serban's,15086,15101,ORG,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
The Cherry Orchard,15123,15141,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Joe Papp,15156,15164,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
La MaMa,15260,15267,FAC,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Caligula,15356,15364,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Tom O'Horgan,15392,15404,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
La MaMa,15487,15494,FAC,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
